name,stop_id,Category,Location,Sub Location,Description,Sub Description,Item,Finding,On Site Finding,Recommendation,Recommended Value,Deviation,Measure Units,Costing Info,Estimated Cost,Notes,Code Reference,Priority,Progress,Resolution,Projected Completion Date,Actual Completion Date,Actual Cost,Comments,Contractor,Landlord/Owner,Tenant,Both,Assignment,stop_lat,stop_lon,Designated Staff
"GCS056 - Sierra College Drive at Briarpatch Co-Op - Sierra College Drive at Briarpatch Co-Op
Grass Valley, CA 95945",24690,Bus Stops,Exterior,,"Bus Stop @ 39.234642350787, -121.052287817001",,Sidewalk Cross Slope Next to Pad,Sidewalk next to pad is not compliant.,2.60 percent,Provide a compliant sidewalk next to pad.,Up to 2.08 percent,0.52,percent,,$26.00,,"ADA 810,  CA 11B-403.3, 810.2.3",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.234642350787,-121.052287817001,
"GCS056 - Sierra College Drive at Briarpatch Co-Op - Sierra College Drive at Briarpatch Co-Op
Grass Valley, CA 95945",24689,Bus Stops,Exterior,,"Bus Stop @ 39.234642350787, -121.052287817001",,Bus Stop Pad Slope,Bus stop pad is not compliant.,4.00 percent,Provide a compliant bus stop pad.,Up to 2.08 percent,1.92,percent,,"$3,168.00",,"ADA 810,  CA 11B-810.2.4",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.234642350787,-121.052287817001,
"GCS056 - Sierra College Drive at Briarpatch Co-Op - Sierra College Drive at Briarpatch Co-Op
Grass Valley, CA 95945",24691,Bus Stops,Exterior,,"Bench @ 39.234642350787, -121.052287817001",,Clear Floor Space,There is no clear floor space located next to bench.,Not Found,Provide compliant clear floor space next to the bench.,See Recommendation,,,,,,ADA 903,Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.234642350787,-121.052287817001,
"GCS057 - Sierra College Drive at Rotary Fields - Sierra College Drive at Rotary Fields
Grass Valley, CA 95945",25003,Pole Stops,Exterior,,Pole Stop,,Length,The length of the boarding pad/landing area is not compliant.,54.50 inches,Provide a compliant boarding pad/landing area.,At least 96.00 inches,-41.50,inches,,,,"ADA 810.2.2, R308.1.1.1",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,,,
"GCS058 - Squirrel Creek Road at Crestwood Street - Squirrel Creek Road at Crestwood Street
Grass Valley, CA 95945",24699,Pole Stops,Exterior,,"Pole Stop @ 39.222957305755, -121.091051101685",,Boarding Pad,No bus boarding pad/landing area is provided.,Not Found,Provide a compliant bus boarding pad/landing area.,See Recommendation,,,,,,"ADA 810.2, R213, R308.1,  CA 11B-810.2",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.222957305755,-121.091051101685,
"GCS058 - Squirrel Creek Road at Crestwood Street - Squirrel Creek Road at Crestwood Street
Grass Valley, CA 95945",24697,Pole Stops,Exterior,,"Pole Stop @ 39.222957305755, -121.091051101685",,Information Post,The information post is not located on an accessible route.,Not Found,Make sure the information post is on an accessible route.,See Recommendation,,,,,,"ADA 402,  CA 11B-810",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.222957305755,-121.091051101685,
"GCS058 - Squirrel Creek Road at Crestwood Street - Squirrel Creek Road at Crestwood Street
Grass Valley, CA 95945",24698,Pole Stops,Exterior,,"Pole Stop @ 39.222957305755, -121.091051101685",,Visibility,The Timetable/Schedule/Map information is not visible from the sidewalk.,Not Visible,Provide Timetable/Schedule/Map information signage that is visible from the sidewalk.,See Recommendation,,,,$158.00,,"ADA 810.4, R211",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.222957305755,-121.091051101685,
"GCS059 - Sutton Way at Glenbrook Center - Southbound - Sutton Way at Glenbrook Center
Grass Valley, CA 95945",24636,Bus Stops,Exterior,,"Bus Stop @ 39.233134042180, -121.036688089371",,Bus Stop Pad Length,Bus stop pad is not compliant.,54.00 inches,Provide a compliant bus stop pad.,At least 96.00 inches,-42.00,inches,,"$3,168.00",,ADA 810,Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.233134042180,-121.036688089371,
"GCS059 - Sutton Way at Glenbrook Center - Southbound - Sutton Way at Glenbrook Center
Grass Valley, CA 95945",24639,Bus Stops,Exterior,,"Bench @ 39.233134042180, -121.036688089371",,Clear Ground Space Length,Bench at the bus stop is not compliant.,42.00 inches,Provide a compliant bench at the bus stop.,At least 48.00 inches,-6.00,inches,,$816.00,,ADA 903,Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.233134042180,-121.036688089371,
"GCS059 - Sutton Way at Glenbrook Center - Southbound - Sutton Way at Glenbrook Center
Grass Valley, CA 95945",24640,Bus Stops,Exterior,,"Bench @ 39.233134042180, -121.036688089371",,Clear Ground Space Width,Bench at the bus stop is not compliant.,12.00 inches,Provide a compliant bench at the bus stop.,At least 30.00 inches,-18.00,inches,,$816.00,,ADA 903,Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.233134042180,-121.036688089371,
"GCS059 - Sutton Way at Glenbrook Center - Southbound - Sutton Way at Glenbrook Center
Grass Valley, CA 95945",24638,Bus Stops,Exterior,,"Shelter @ 39.233134042180, -121.036688089371",,Clear Floor Space Slope,Clear floor space within the bus stop shelter is not compliant.,2.20 percent,Provide compliant clear floor space in the shelter.,Up to 2.08 percent,0.12,percent,,,,"ADA 305,  CA 11B-810.3",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.233134042180,-121.036688089371,
"GCS060 - Sutton Way at Gold Country Center - Sutton Way at Gold Country Center
Grass Valley, CA 95945",25004,Pole Stops,Exterior,,Pole Stop,,Length,The length of the boarding pad/landing area is not compliant.,54.00 inches,Provide a compliant boarding pad/landing area.,At least 96.00 inches,-42.00,inches,,,,"ADA 810.2.2, R308.1.1.1",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,,,
"GCS061 - Sutton Way at Hospitality House - Sutton Way at Hospitality House
Grass Valley, CA 95945",24896,Bus Stops,Exterior,,Bus Stop,Bench,Clear Floor Space,There is no clear floor space located next to bench.,Not Found,Provide compliant clear floor space next to the bench.,See Recommendation,,,,,,ADA 903,Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,,,
"GCS063 - Pleasant Valley Road at Lake Wildwood Center - Pleasant Valley Road at Lake Wildwood Center
Lake Wildwood, CA 95946",24609,Bus Stops,Exterior,,"Bench @ 39.223210807106, -121.204068660736",,Clear Floor Space,There is no clear floor space located next to bench.,Not Found,Provide compliant clear floor space next to the bench.,See Recommendation,,,,,,ADA 903,Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.223210807106,-121.204068660736,
"GCS064 - Whispering Pines Lane at 1415 Building at Brunswick Road - Whispering Pines Lane at 1415 Building
Grass Valley, CA 95945",24552,Pole Stops,Exterior,,"Pole Stop @ 39.221062250260, -121.026999950409",,Boarding Pad,No bus boarding pad/landing area is provided.,Not Found,Provide a compliant bus boarding pad/landing area.,See Recommendation,,,,,,"ADA 810.2, R213, R308.1,  CA 11B-810.2",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.221062250260,-121.026999950409,
"GCS064 - Whispering Pines Lane at 1415 Building at Brunswick Road - Whispering Pines Lane at 1415 Building
Grass Valley, CA 95945",24551,Pole Stops,Exterior,,"Pole Stop @ 39.221062250260, -121.026999950409",,Information Post,The information post is not located on an accessible route.,Not Found,Make sure the information post is on an accessible route.,See Recommendation,,,,,,"ADA 402,  CA 11B-810",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.221062250260,-121.026999950409,
"GCS065 - Whispering Pines Lane Across from 1415 Building at Brunswick Roar - Whispering Pines Lane Across from 1415 Building
Grass Valley, CA 95945",24553,Pole Stops,Exterior,,"Pole Stop @ 39.221278355664, -121.027021408081",,Information Post,The information post is not located on an accessible route.,Not Found,Make sure the information post is on an accessible route.,See Recommendation,,,,,,"ADA 402,  CA 11B-810",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.221278355664,-121.027021408081,
"GCS065 - Whispering Pines Lane Across from 1415 Building at Brunswick Roar - Whispering Pines Lane Across from 1415 Building
Grass Valley, CA 95945",24554,Pole Stops,Exterior,,"Pole Stop @ 39.221278355664, -121.027021408081",,Boarding Pad,No bus boarding pad/landing area is provided.,Not Found,Provide a compliant bus boarding pad/landing area.,See Recommendation,,,,,,"ADA 810.2, R213, R308.1,  CA 11B-810.2",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.221278355664,-121.027021408081,
"GCS066 - Whiting Street at Church of Christ - Whiting Street at Church of Christ
Grass Valley, CA 95945",25005,Pole Stops,Exterior,,Pole Stop,,Length,The length of the boarding pad/landing area is not compliant.,48.00 inches,Provide a compliant boarding pad/landing area.,At least 96.00 inches,-48.00,inches,,,,"ADA 810.2.2, R308.1.1.1",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,,,
"GCS067 - West Main Street at Charis Youth Center - West Main Street at Charis Youth Center
Grass Valley, CA 95945",24414,Bus Stops,Exterior,,"Bus Stop @ 39.220480424711, -121.067812442780",,Sidewalk Cross Slope Next to Pad,Sidewalk next to pad is not compliant.,3.00 percent,Provide a compliant sidewalk next to pad.,Up to 2.08 percent,0.92,percent,,$26.00,,"ADA 810,  CA 11B-403.3, 810.2.3",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.220480424711,-121.067812442780,
"GCS067 - West Main Street at Charis Youth Center - West Main Street at Charis Youth Center
Grass Valley, CA 95945",25006,Bus Stops,Exterior,,"Bus Stop @ 39.220480424711, -121.067812442780",,Bus Stop Pad Length,Bus stop pad is not compliant.,59.50 inches,Provide a compliant bus stop pad.,At least 96.00 inches,-36.50,inches,,"$3,168.00",,ADA 810,Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.220480424711,-121.067812442780,
"GCS067 - West Main Street at Charis Youth Center - West Main Street at Charis Youth Center
Grass Valley, CA 95945",24415,Bus Stops,Exterior,,"Bench @ 39.220480424711, -121.067812442780",,Clear Floor Space,There is no clear floor space located next to bench.,Not Found,Provide compliant clear floor space next to the bench.,See Recommendation,,,,,,ADA 903,Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.220480424711,-121.067812442780,
"GCS068 - 823 W Main Street - 823 W Main Street
Grass Valley, CA 95945",24410,Pole Stops,Exterior,,"Pole Stop @ 39.221253420459, -121.069378852844",,Boarding Pad,No bus boarding pad/landing area is provided.,Not Found,Provide a compliant bus boarding pad/landing area.,See Recommendation,,,,,,"ADA 810.2, R213, R308.1,  CA 11B-810.2",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.221253420459,-121.069378852844,
"GCS068 - 823 W Main Street - 823 W Main Street
Grass Valley, CA 95945",24409,Pole Stops,Exterior,,"Pole Stop @ 39.221253420459, -121.069378852844",,Information Post,The information post is not located on an accessible route.,Not Found,Make sure the information post is on an accessible route.,See Recommendation,,,,,,"ADA 402,  CA 11B-810",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.221253420459,-121.069378852844,
"GCS069 - West Mc Knight Way at Grass Valley Center - West Mc Knight Way at Grass Valley Center
Grass Valley, CA 95945",24627,Bus Stops,Exterior,,"Bench @ 39.198795673413, -121.059969663620",,Clear Ground Space Width,Bench at the bus stop is not compliant.,20.87 inches,Provide a compliant bench at the bus stop.,At least 30.00 inches,-9.13,inches,,$816.00,,ADA 903,Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.198795673413,-121.059969663620,
"GCS070 - Zion Street at Brock Street Across from Seven Hills Center - Zion Street at Brock Street Across from Seven Hills Center
Mount Aukum, CA 95656",24789,Reach Ranges,Exterior,,Trash Can,Trash Receptacle,Clear Floor Space Slope,The clear floor space slope is not compliant.,4.70 percent,Provide compliant clear floor space.,Up to 2.08 percent,2.62,percent,Redesign space,$500.00,,"ADA 304,  CA 11B-305.2",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,,,
"GCS070 - Zion Street at Brock Street Across from Seven Hills Center - Zion Street at Brock Street Across from Seven Hills Center
Mount Aukum, CA 95656",25007,Benches,Exterior,,"Bench Next to Pole Stop @ 39.253292005295, -121.026141643524",,Clear Floor Space,No clear floor space provided at the bench.,Not Found,Provide compliant clear floor space for the bench at one end.,See Recommendation,,,,"$1,840.00",,"ADA 206, 305, 903.2 ,  CA 11B-206, 305, 903.2",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.253292005295,-121.026141643524,
"GCS070 - Zion Street at Brock Street Across from Seven Hills Center - Zion Street at Brock Street Across from Seven Hills Center
Mount Aukum, CA 95656",25008,Pole Stops,Exterior,,Pole Stop,,Length,The length of the boarding pad/landing area is not compliant.,51.00 inches,Provide a compliant boarding pad/landing area.,At least 96.00 inches,-45.00,inches,,,,"ADA 810.2.2, R308.1.1.1",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,,,
"GCS070 - Zion Street at Brock Street Across from Seven Hills Center - Zion Street at Brock Street Across from Seven Hills Center
Mount Aukum, CA 95656",24791,Pole Stops,Exterior,,Pole Stop,,Cross Slope,The cross slope of the boarding pad/landing area is not compliant.,3.20 percent,Provide a compliant cross slope.,Up to 2.08 percent,1.12,percent,,,,"ADA 810.2.4, R308.1.1.2",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,,,
"GCS071 - Zion Street at SPD Market And Seven Hills Center - Zion Street at SPD Market And Seven Hills Center
Mount Aukum, CA 95656",24793,Reach Ranges,Exterior,,Trash Can,Trash Receptacle,Clear Floor Space Slope,The clear floor space slope is not compliant.,8.30 percent,Provide compliant clear floor space.,Up to 2.08 percent,6.22,percent,Redesign space,$500.00,,"ADA 304,  CA 11B-305.2",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,,,
"GCS071 - Zion Street at SPD Market And Seven Hills Center - Zion Street at SPD Market And Seven Hills Center
Mount Aukum, CA 95656",24792,Reach Ranges,Exterior,,Trash Can,Trash Receptacle,Reach Depth,Element reach depth is not compliant.,34.00 inches,Make sure that the element is within allowed reach range with recommended reach depth.,Up to 24.00 inches,10.00,inches,,$550.00,,ADA 308,Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,,,
"GCS071 - Zion Street at SPD Market And Seven Hills Center - Zion Street at SPD Market And Seven Hills Center
Mount Aukum, CA 95656",25009,Benches,Exterior,,"Bench Next to Pole Stop @ 39.253358468797, -121.025959253311",,Clear Floor Space,No clear floor space provided at the bench.,Not Found,Provide compliant clear floor space for the bench at one end.,See Recommendation,,,,"$1,840.00",,"ADA 206, 305, 903.2 ,  CA 11B-206, 305, 903.2",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.253358468797,-121.025959253311,
"GCS071 - Zion Street at SPD Market And Seven Hills Center - Zion Street at SPD Market And Seven Hills Center
Mount Aukum, CA 95656",24794,Pole Stops,Exterior,,Pole Stop,,Cross Slope,The cross slope of the boarding pad/landing area is not compliant.,5.00 percent,Provide a compliant cross slope.,Up to 2.08 percent,2.92,percent,,,,"ADA 810.2.4, R308.1.1.2",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,,,
"GCS071 - Zion Street at SPD Market And Seven Hills Center - Zion Street at SPD Market And Seven Hills Center
Mount Aukum, CA 95656",25010,Pole Stops,Exterior,,Pole Stop,,Length,The length of the boarding pad/landing area is not compliant.,61.00 inches,Provide a compliant boarding pad/landing area.,At least 96.00 inches,-35.00,inches,,,,"ADA 810.2.2, R308.1.1.1",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,,,
"GCS072 - Old Tunnel Road at Western Sierra Medical Clinic - Old Tunnel Road at Western Sierra Medical Clinic
Grass Valley, CA 95945",25011,Benches,Exterior,,"Bench Next to Pole Stop @ 39.234858414379, -121.031479239464",,Clear Floor Space Length,Clear floor space length is not compliant for the bench.,38.00 inches,Provide compliant clear floor space for the bench.,At least 48.00 inches,-10.00,inches,,,,"ADA 305, 903.2",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.234858414379,-121.031479239464,
"GCS072 - Old Tunnel Road at Western Sierra Medical Clinic - Old Tunnel Road at Western Sierra Medical Clinic
Grass Valley, CA 95945",25013,Benches,Exterior,,"Bench Next to Pole Stop @ 39.234858414379, -121.031479239464",,Clear Floor Space Slope,Clear floor space slope is not compliant for the bench.,2.30 percent,Provide compliant clear floor space at the bench.,Up to 2.08 percent,0.22,percent,,"$1,840.00",,"ADA 305, 903.2 ,  CA 11B-903.2",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.234858414379,-121.031479239464,
"GCS072 - Old Tunnel Road at Western Sierra Medical Clinic - Old Tunnel Road at Western Sierra Medical Clinic
Grass Valley, CA 95945",25012,Benches,Exterior,,"Bench Next to Pole Stop @ 39.234858414379, -121.031479239464",,Clear Floor Space Width,Clear floor space width is not compliant for the bench.,20.00 inches,Provide compliant clear floor space at the bench.,At least 30.00 inches,-10.00,inches,,"$1,840.00",,"ADA 305, 903.2",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.234858414379,-121.031479239464,
"GCS073 - Sierra College - Sierra College
Grass Valley, CA 95945",25014,Benches,Exterior,,"Bench Next to Pole Stop @ 39.237143661635, -121.044809818268",,Clear Floor Space,No clear floor space provided at the bench.,Not Found,Provide compliant clear floor space for the bench at one end.,See Recommendation,,,,"$1,840.00",,"ADA 206, 305, 903.2 ,  CA 11B-206, 305, 903.2",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.237143661635,-121.044809818268,
"GCS073 - Sierra College - Sierra College
Grass Valley, CA 95945",24825,Pole Stops,Exterior,,"Pole Stop @ 39.237143661635, -121.044809818268",,Missing,Pole missing or damaged at time of inspection.,Not Found,Provide a compliant pole stop.,See Recommendation,,,,,,"ADA 810.4, R211",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.237143661635,-121.044809818268,
"GCS073 - Sierra College - Sierra College
Grass Valley, CA 95945",24826,Pole Stops,Exterior,,Pole Stop,,Cross Slope,The cross slope of the boarding pad/landing area is not compliant.,2.30 percent,Provide a compliant cross slope.,Up to 2.08 percent,0.22,percent,,,,"ADA 810.2.4, R308.1.1.2",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,,,
"GCS074 - Alta Street at Express Mart - Alta Street at Express Mart
Grass Valley, CA 95945",18897,Pole Stops,Exterior,,"GCS074 @ 39.231704650933, -121.073209047318",,Information Post,The information post is not located on an accessible route.,Not Found,Make sure the information post is on an accessible route.,See Recommendation,,,,,,"ADA 402,  CA 11B-810",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.231704650933,-121.073209047318,
"GCS074 - Alta Street at Express Mart - Alta Street at Express Mart
Grass Valley, CA 95945",18899,Pole Stops,Exterior,,"GCS074 @ 39.231704650933, -121.073209047318",,Boarding Pad,No bus boarding pad/landing area is provided.,Not Found,Provide a compliant bus boarding pad/landing area.,See Recommendation,,,,,,"ADA 810.2, R213, R308.1,  CA 11B-810.2",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.231704650933,-121.073209047318,
"GCS074 - Alta Street at Express Mart - Alta Street at Express Mart
Grass Valley, CA 95945",18898,Pole Stops,Exterior,,"GCS074 @ 39.231704650933, -121.073209047318",,Visibility,The Timetable/Schedule/Map information is not visible from the sidewalk.,Not Visible,Provide Timetable/Schedule/Map information signage that is visible from the sidewalk.,See Recommendation,,,,$158.00,,"ADA 810.4, R211",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.231704650933,-121.073209047318,
"GCS075 - Combie Road at Lake Center - Southbound - Combie Road at Lake Center
Lake of the Pines, CA 95602",24835,Pole Stops,Exterior,,"Pole Stop @ 39.041777918972, -121.079410314560",,Missing,Pole missing or damaged at time of inspection.,Not Found,Provide a compliant pole stop.,See Recommendation,,,,,,"ADA 810.4, R211",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.041777918972,-121.079410314560,
"GCS075 - Combie Road at Lake Center - Southbound - Combie Road at Lake Center
Lake of the Pines, CA 95602",25015,Pole Stops,Exterior,,Pole Stop,,Length,The length of the boarding pad/landing area is not compliant.,54.00 inches,Provide a compliant boarding pad/landing area.,At least 96.00 inches,-42.00,inches,,,,"ADA 810.2.2, R308.1.1.1",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,,,
"GCS075 - Combie Road at Lake Center - Southbound - Combie Road at Lake Center
Lake of the Pines, CA 95602",24837,Pole Stops,Exterior,,Pole Stop,,Cross Slope,The cross slope of the boarding pad/landing area is not compliant.,4.80 percent,Provide a compliant cross slope.,Up to 2.08 percent,2.72,percent,,,,"ADA 810.2.4, R308.1.1.2",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,,,
"GCS076 - Rough And Ready Highway at Bitney Springs Road - Inbound - Rough And Ready Highway at Bitney Springs Road - Inbound
Rough And Ready, CA 95975",24602,Pole Stops,Exterior,,"Pole Stop @ 39.231729582426, -121.109708547592",,Boarding Pad,No bus boarding pad/landing area is provided.,Not Found,Provide a compliant bus boarding pad/landing area.,See Recommendation,,,,,,"ADA 810.2, R213, R308.1,  CA 11B-810.2",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.231729582426,-121.109708547592,
"GCS076 - Rough And Ready Highway at Bitney Springs Road - Inbound - Rough And Ready Highway at Bitney Springs Road - Inbound
Rough And Ready, CA 95975",24601,Pole Stops,Exterior,,"Pole Stop @ 39.231729582426, -121.109708547592",,Information Post,The information post is not located on an accessible route.,Not Found,Make sure the information post is on an accessible route.,See Recommendation,,,,,,"ADA 402,  CA 11B-810",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.231729582426,-121.109708547592,
"GCS077 - Sacramento Street Across from Railroad Avenue - Sacramento Street Across from Railroad Avenue
Nevada City, CA 95959",25016,Benches,Exterior,,"Bench Next to Pole Stop @ 39.259564220708, -121.018046736717",,Clear Floor Space,No clear floor space provided at the bench.,Not Found,Provide compliant clear floor space for the bench at one end.,See Recommendation,,,,"$1,840.00",,"ADA 206, 305, 903.2 ,  CA 11B-206, 305, 903.2",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.259564220708,-121.018046736717,
"GCS077 - Sacramento Street Across from Railroad Avenue - Sacramento Street Across from Railroad Avenue
Nevada City, CA 95959",25017,Pole Stops,Exterior,,Pole Stop,,Length,The length of the boarding pad/landing area is not compliant.,59.00 inches,Provide a compliant boarding pad/landing area.,At least 96.00 inches,-37.00,inches,,,,"ADA 810.2.2, R308.1.1.1",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,,,
"GCS077 - Sacramento Street Across from Railroad Avenue - Sacramento Street Across from Railroad Avenue
Nevada City, CA 95959",24768,Pole Stops,Exterior,,Pole Stop,,Cross Slope,The cross slope of the boarding pad/landing area is not compliant.,3.20 percent,Provide a compliant cross slope.,Up to 2.08 percent,1.12,percent,,,,"ADA 810.2.4, R308.1.1.2",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,,,
"GCS078 - Higgins Road at Higgins Village - Northbound - Higgins Road at Higgins Village
Auburn, CA 95604",24942,Bus Stops,Exterior,,"Bus Stop @ 39.042527880148, -121.091984510422",,Accessible Route,Bus stop pad is not on an accessible route.,Not Accessible,Bus stop pad shall be on an accessible route.,See Recommendation,,,,,,ADA 810,Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.042527880148,-121.091984510422,
"GCS078 - Higgins Road at Higgins Village - Northbound - Higgins Road at Higgins Village
Auburn, CA 95604",24944,Bus Stops,Exterior,,"Bench @ 39.042527880148, -121.091984510422",,Clear Floor Space,There is no clear floor space located next to bench.,Not Found,Provide compliant clear floor space next to the bench.,See Recommendation,,,,,,ADA 903,Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.042527880148,-121.091984510422,
"GCS078 - Higgins Road at Higgins Village - Northbound - Higgins Road at Higgins Village
Auburn, CA 95604",24943,Bus Stops,Exterior,,"Shelter @ 39.042527880148, -121.091984510422",,Accessible Route,Bus stop shelter is not on an accessible route.,Not Accessible,Shelter shall be on an accessible route.,See Recommendation,,,,,,ADA 402,Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,39.042527880148,-121.091984510422,
"GCS079 - Professional Drive at Fortune Court - Pick Up Only - Professional Drive at Fortune Court
Auburn, CA 95604",24923,Pole Stops,Exterior,,Pole Stop,,Cross Slope,The cross slope of the boarding pad/landing area is not compliant.,2.30 percent,Provide a compliant cross slope.,Up to 2.08 percent,0.22,percent,,,,"ADA 810.2.4, R308.1.1.2",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,,,
"GCS079 - Professional Drive at Fortune Court - Pick Up Only - Professional Drive at Fortune Court
Auburn, CA 95604",25018,Pole Stops,Exterior,,Pole Stop,,Length,The length of the boarding pad/landing area is not compliant.,51.00 inches,Provide a compliant boarding pad/landing area.,At least 96.00 inches,-45.00,inches,,,,"ADA 810.2.2, R308.1.1.1",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,,,
"GCS080 - Drive-In Way at Atwood Road - Pick Up Only - Drive-In Way at Atwood Road
Auburn, CA 95604",24921,Pole Stops,Exterior,,"Pole Stop @ 38.934560016848, -121.094141006470",,Missing,Pole missing or damaged at time of inspection.,Not Found,Provide a compliant pole stop.,See Recommendation,,,,,,"ADA 810.4, R211",Not Set,Not_Set,Not_Set,,,$0.00,No Comments,,$0.00,$0.00,$0.00,Not_Set,38.934560016848,-121.094141006470,
